source_path,source_filename,source_sha256,collection,canonical_filename,unit_type,top_level_unit,unit_identifier,document_title,topic_slug,destination_path,transformed_sha256,classification_evidence,status
01-scope-cornell-notes.tex,01-scope-cornell-notes.tex,93e7f7ca9b25b8f35ee0b69cd0671e4cf55d88f31b5fd89b2fec7e5f8905a572,cpp,01-scope-cornell-notes.tex,Clause,01,01,Scope,01-scope,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/01-scope/01-scope-cornell-notes.tex,7b32af4582618357b0fa9315cff38c967dbc73df534c7ac901df91f2d1b74c2a,collection remainder after ISO-specific template classification,source_removed
02-normative-references-cornell-notes.tex,02-normative-references-cornell-notes.tex,41dc21927d6148ed9a8492f78f5737ccc1d74f932f5d821102fec627facc6d03,cpp,02-normative-references-cornell-notes.tex,Clause,02,02,Normative References,02-normative-references,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/02-normative-references/02-normative-references-cornell-notes.tex,9df922855b30c198e6785ae232000a89929eee5742b2b21972ded9ca3ecb8e63,collection remainder after ISO-specific template classification,source_removed
03-01-access-cornell-notes.tex,03-01-access-cornell-notes.tex,f967028ec1a7c047f3b7d92bec5a71aacc645d8d0270a399679bad681a6ce2ca,cpp,03-01-access-cornell-notes.tex,Clause,03,03.01,Access,03-access,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-access/03-01-access-cornell-notes.tex,4749414192b57c00f880279ff05efb33282e39f7bdf57dbf340180e1398a58d0,collection remainder after ISO-specific template classification,source_removed
03-02-argument-cornell-notes.tex,03-02-argument-cornell-notes.tex,89aa3667993d074f7fe4516080e8fac85f7dc3b2790035eb3611bcabff3bfabd,cpp,03-02-argument-cornell-notes.tex,Clause,03,03.02,Argument,03-argument,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-argument/03-02-argument-cornell-notes.tex,8e9acbfdc8f57007461c8834bd0cfb5abc88200c94f339fee8515d1ed825e4f7,collection remainder after ISO-specific template classification,source_removed
03-03-argument-cornell-notes.tex,03-03-argument-cornell-notes.tex,e46dda3f8d7061eac0bc15c3bb1b55505719191edcf00abb534bf957a9c11034,cpp,03-03-argument-cornell-notes.tex,Clause,03,03.03,Argument,03-argument,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-argument/03-03-argument-cornell-notes.tex,cb3c850e3c4277ef24d8e378f42b4ef6a0887191ea5502f26e1406a3e9b962d6,collection remainder after ISO-specific template classification,source_removed
03-04-argument-cornell-notes.tex,03-04-argument-cornell-notes.tex,b3603103ab1473100247d53b7273de53d635454b2e403bd60ac81d0859856da9,cpp,03-04-argument-cornell-notes.tex,Clause,03,03.04,Argument,03-argument,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-argument/03-04-argument-cornell-notes.tex,700743f401b18f22d883e964763e1f252669f9ed7a483fc84dfb4c74c19e8f3e,collection remainder after ISO-specific template classification,source_removed
03-05-argument-cornell-notes.tex,03-05-argument-cornell-notes.tex,38d0e67552d8e21b43e1225ba3d6eb16397d4f298d95d9ca500e6dc2bbcc5b3d,cpp,03-05-argument-cornell-notes.tex,Clause,03,03.05,Argument,03-argument,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-argument/03-05-argument-cornell-notes.tex,cb51bfbd38256b887d9a49aa64047679b3b9b8ccba76970d4757dde6138286ed,collection remainder after ISO-specific template classification,source_removed
03-06-block-cornell-notes.tex,03-06-block-cornell-notes.tex,b5c5d0388e522fefecba2ae121627f37b16369f7d2e69e29ba2483e79517dc27,cpp,03-06-block-cornell-notes.tex,Clause,03,03.06,Block,03-block,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-block/03-06-block-cornell-notes.tex,d4cdd4e958f3830d361741709aa93dd4f963c3b21120a2d8955527bd534ab5cd,collection remainder after ISO-specific template classification,source_removed
03-07-block-cornell-notes.tex,03-07-block-cornell-notes.tex,1c493007b635f85fad8568433f65c3f8fedc49dbd0106947eba590e5cd8a37f1,cpp,03-07-block-cornell-notes.tex,Clause,03,03.07,Block,03-block,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-block/03-07-block-cornell-notes.tex,1c6775a6c167f15f87ce37fcd126c3028ecf4516808ac09dbb7fb749b787c2b1,collection remainder after ISO-specific template classification,source_removed
03-08-c-standard-library-cornell-notes.tex,03-08-c-standard-library-cornell-notes.tex,37488d9a46183bea5f95fb0d7cbd6449404e33407ac1217ee3df6bb98df011b6,cpp,03-08-c-standard-library-cornell-notes.tex,Clause,03,03.08,C Standard Library,03-c-standard-library,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-c-standard-library/03-08-c-standard-library-cornell-notes.tex,7d9a21fcba8481008557db7d4e76fd310c5b899535f7c156eae5860e1f5db048,collection remainder after ISO-specific template classification,source_removed
03-09-character-cornell-notes.tex,03-09-character-cornell-notes.tex,b0f8f2a033bd7422df5d01946613c851a21dfbf85ef919cc0cf66a7ac21107cb,cpp,03-09-character-cornell-notes.tex,Clause,03,03.09,Character,03-character,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-character/03-09-character-cornell-notes.tex,c4b383aa863976ea7cfd17cf0acd0b259f29a1372533a76fd71cba0abf6e9539,collection remainder after ISO-specific template classification,source_removed
03-10-character-container-type-cornell-notes.tex,03-10-character-container-type-cornell-notes.tex,2d99b6a601eb18009b3d6aa6aa812d94ec2377dc5503991782351a5c962bd59d,cpp,03-10-character-container-type-cornell-notes.tex,Clause,03,03.10,Character Container Type,03-character-container-type,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-character-container-type/03-10-character-container-type-cornell-notes.tex,0b49d39adebb8dd00677d5c345522db6715aa82038ca2245a685162f24f82297,collection remainder after ISO-specific template classification,source_removed
03-11-collating-element-cornell-notes.tex,03-11-collating-element-cornell-notes.tex,3d4ec4e700d6d8c66959277bc01310d50230ea0783dcba0fc058299212c15cf8,cpp,03-11-collating-element-cornell-notes.tex,Clause,03,03.11,Collating Element,03-collating-element,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-collating-element/03-11-collating-element-cornell-notes.tex,a2d7cc1d76ed24b58436530c87db00ddcf076f6a484b58c7ef3e872ffc8fd230,collection remainder after ISO-specific template classification,source_removed
03-12-component-cornell-notes.tex,03-12-component-cornell-notes.tex,3b41a1cc345890d400c941a14ea7f9ef60d95ba386df680e8c969d01400fb501,cpp,03-12-component-cornell-notes.tex,Clause,03,03.12,Component,03-component,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-component/03-12-component-cornell-notes.tex,8dab1656377f4bdc41bd82fe2d444500fd6afde898ac4fdbbfe3891190ec1bf4,collection remainder after ISO-specific template classification,source_removed
03-13-conditionally-supported-cornell-notes.tex,03-13-conditionally-supported-cornell-notes.tex,9b020ec57e78bb93247a84dec98884123cfb1d9af6d754bbe5fa0d98bd1b8399,cpp,03-13-conditionally-supported-cornell-notes.tex,Clause,03,03.13,Conditionally Supported,03-conditionally-supported,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-conditionally-supported/03-13-conditionally-supported-cornell-notes.tex,19c5a627917a70f98926acad3eb0fbaf58e5127f2ccc6660399e5660080ae8ad,collection remainder after ISO-specific template classification,source_removed
03-14-constant-subexpression-cornell-notes.tex,03-14-constant-subexpression-cornell-notes.tex,9d64114ff212805c4cefaec3980731f00354f03fe9fd3f45e97ff5039f292dba,cpp,03-14-constant-subexpression-cornell-notes.tex,Clause,03,03.14,Constant Subexpression,03-constant-subexpression,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-constant-subexpression/03-14-constant-subexpression-cornell-notes.tex,791883b70946373facba1367875a1389dbb72c80de317e994197b9f1c50f3182,collection remainder after ISO-specific template classification,source_removed
03-15-deadlock-cornell-notes.tex,03-15-deadlock-cornell-notes.tex,a6bf8d17c092b0f9140e8deabdeda86361fb29d83b05275d6c7c9caf1af72eb3,cpp,03-15-deadlock-cornell-notes.tex,Clause,03,03.15,Deadlock,03-deadlock,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-deadlock/03-15-deadlock-cornell-notes.tex,45f591540341d2e95dcbf4a81204d40914d124d565cf602e92bf102933e1781c,collection remainder after ISO-specific template classification,source_removed
03-16-default-behavior-cornell-notes.tex,03-16-default-behavior-cornell-notes.tex,020d98e8deb908d094495bb52cb1a697364dd9cc3d28b97ac0443f3a9a69a619,cpp,03-16-default-behavior-cornell-notes.tex,Clause,03,03.16,Default Behavior,03-default-behavior,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-default-behavior/03-16-default-behavior-cornell-notes.tex,0fb930397e0951131fa093ae7029c3b9ecbdc79bcc747c6b9e8de80486579f7a,collection remainder after ISO-specific template classification,source_removed
03-17-diagnostic-message-cornell-notes.tex,03-17-diagnostic-message-cornell-notes.tex,8c4601cb93ab753a589fca449988ff11b0e6e90c12add03af4f2773b107d138b,cpp,03-17-diagnostic-message-cornell-notes.tex,Clause,03,03.17,Diagnostic Message,03-diagnostic-message,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-diagnostic-message/03-17-diagnostic-message-cornell-notes.tex,ae28b77fb0ff9347162d9c073ae1493cb6558b7e7168791d6f87ec9d790ba772,collection remainder after ISO-specific template classification,source_removed
03-18-dynamic-type-cornell-notes.tex,03-18-dynamic-type-cornell-notes.tex,2e3a08c985bff01df4bc66634a29a86dac8e2685b7c6df677e71dd6302dbc41e,cpp,03-18-dynamic-type-cornell-notes.tex,Clause,03,03.18,Dynamic Type,03-dynamic-type,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-dynamic-type/03-18-dynamic-type-cornell-notes.tex,897f6f3d40d5721048a576f62f8e0012cccdcf44cfd2e238e199705246599309,collection remainder after ISO-specific template classification,source_removed
03-19-dynamic-type-cornell-notes.tex,03-19-dynamic-type-cornell-notes.tex,5345ba24b63d8454254aed68ee16999d01b1c5984a328f8dba890c9e861e7add,cpp,03-19-dynamic-type-cornell-notes.tex,Clause,03,03.19,Dynamic Type,03-dynamic-type,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-dynamic-type/03-19-dynamic-type-cornell-notes.tex,8c6ad0a442f338152a0a1188ccc606ec90442a6f994184c2a0fd704a6c12859e,collection remainder after ISO-specific template classification,source_removed
03-20-expression-equivalent-cornell-notes.tex,03-20-expression-equivalent-cornell-notes.tex,3f2202bca20bcbcdd10e92a229db0297f52c7552356b6415fcde7c166aa72b5c,cpp,03-20-expression-equivalent-cornell-notes.tex,Clause,03,03.20,Expression Equivalent,03-expression-equivalent,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-expression-equivalent/03-20-expression-equivalent-cornell-notes.tex,0349117cbd4e1649701ebcbc6373f5c978dab51b471760253ffc61b42078cb36,collection remainder after ISO-specific template classification,source_removed
03-21-finite-state-machine-cornell-notes.tex,03-21-finite-state-machine-cornell-notes.tex,61bc8ac755dd712102b96bfc998d661b5c0dfe00d41c7dc43634f06d1c9e1047,cpp,03-21-finite-state-machine-cornell-notes.tex,Clause,03,03.21,Finite State Machine,03-finite-state-machine,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-finite-state-machine/03-21-finite-state-machine-cornell-notes.tex,912b7137196f1828a88795d3158e75388f5fd1a515d87b0c1061d3250c9fab45,collection remainder after ISO-specific template classification,source_removed
03-22-format-specifier-cornell-notes.tex,03-22-format-specifier-cornell-notes.tex,1e8647b2d43f2a7bffb59d2b6503ee3f7f135f7cd782679fb25c000775b9c00d,cpp,03-22-format-specifier-cornell-notes.tex,Clause,03,03.22,Format Specifier,03-format-specifier,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-format-specifier/03-22-format-specifier-cornell-notes.tex,2ac4bd921533f0c028e3b8dad492a8c0c3ee73500f3af655b5c97dd4b5d51a45,collection remainder after ISO-specific template classification,source_removed
03-23-handler-function-cornell-notes.tex,03-23-handler-function-cornell-notes.tex,64d285484a88d87d74d15d18aa017868716e2eb8293f6f153d5df2ea1a4e153d,cpp,03-23-handler-function-cornell-notes.tex,Clause,03,03.23,Handler Function,03-handler-function,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-handler-function/03-23-handler-function-cornell-notes.tex,16032f3ab0595a0dc5a48ef8a41244924cea6b3bc1303eaf97a3dbd2cbbc3b58,collection remainder after ISO-specific template classification,source_removed
03-24-ill-formed-program-cornell-notes.tex,03-24-ill-formed-program-cornell-notes.tex,59b639da221a9eaa91163e2819fd4503114ddc90cd5cbe29d44a43d35d2d3f97,cpp,03-24-ill-formed-program-cornell-notes.tex,Clause,03,03.24,Ill Formed Program,03-ill-formed-program,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-ill-formed-program/03-24-ill-formed-program-cornell-notes.tex,bef677dd6e0ef900f4679947f88a1bd4641f7c472dc82372b51b71eb315c33ac,collection remainder after ISO-specific template classification,source_removed
03-25-implementation-defined-behavior-cornell-notes.tex,03-25-implementation-defined-behavior-cornell-notes.tex,e608e2338fa4fafa731e46595d26e4c3ada2b05c52e6f5adb5951755597af81a,cpp,03-25-implementation-defined-behavior-cornell-notes.tex,Clause,03,03.25,Implementation Defined Behavior,03-implementation-defined-behavior,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-implementation-defined-behavior/03-25-implementation-defined-behavior-cornell-notes.tex,a5a0de78ea39fac095d56d8a7c2a091345e197e4f4efeffd56465832d39f7fd3,collection remainder after ISO-specific template classification,source_removed
03-26-implementation-defined-strict-total-order-over-pointers-cornell-notes.tex,03-26-implementation-defined-strict-total-order-over-pointers-cornell-notes.tex,863b8cc29d193bec6a11a3673a4b66f877510c0fca3cf3b1402ee18bdd91696f,cpp,03-26-implementation-defined-strict-total-order-over-pointers-cornell-notes.tex,Clause,03,03.26,Implementation Defined Strict Total Order Over Pointers,03-implementation-defined-strict-total-order-over-pointers,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-implementation-defined-strict-total-order-over-pointers/03-26-implementation-defined-strict-total-order-over-pointers-cornell-notes.tex,96090df543dd4dc699ce2bbd0701a61a08a93c39bd28592c43f67cfaf897754a,collection remainder after ISO-specific template classification,source_removed
03-27-implementation-limit-cornell-notes.tex,03-27-implementation-limit-cornell-notes.tex,598169d87ff94920cb8abdb50fd7f9449b2c853a3c1f555c8b6fb2e4206d660c,cpp,03-27-implementation-limit-cornell-notes.tex,Clause,03,03.27,Implementation Limit,03-implementation-limit,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-implementation-limit/03-27-implementation-limit-cornell-notes.tex,79a37aa2d0932d2244eac5ab07e6d29994d84e46aca6a8b8400032554e9a71c0,collection remainder after ISO-specific template classification,source_removed
03-28-locale-specific-behavior-cornell-notes.tex,03-28-locale-specific-behavior-cornell-notes.tex,a323ec1f1cfc5e95a16f3e32c33f668302808d484eb284c797372a5cdfef1b37,cpp,03-28-locale-specific-behavior-cornell-notes.tex,Clause,03,03.28,Locale Specific Behavior,03-locale-specific-behavior,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-locale-specific-behavior/03-28-locale-specific-behavior-cornell-notes.tex,80c94801b1e110d5203acf1dc0a6787124086f39b6301a24d799320ea75c6973,collection remainder after ISO-specific template classification,source_removed
03-29-matched-cornell-notes.tex,03-29-matched-cornell-notes.tex,734248d521b1869210b9cdb2ad59c6fb3cc5969ddbd4b0a41af961dc50a98caf,cpp,03-29-matched-cornell-notes.tex,Clause,03,03.29,Matched,03-matched,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-matched/03-29-matched-cornell-notes.tex,aed4ea39ab5a81d7bbc26f6752c6643040c20e3ba02282a708d5116370b1f140,collection remainder after ISO-specific template classification,source_removed
03-30-modifier-function-cornell-notes.tex,03-30-modifier-function-cornell-notes.tex,9194120b2353a2a4250f5930469c682069aac7a1e17e3d437e3deffd6b32ec20,cpp,03-30-modifier-function-cornell-notes.tex,Clause,03,03.30,Modifier Function,03-modifier-function,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-modifier-function/03-30-modifier-function-cornell-notes.tex,8c04bbbcdb86bf9972dde0522ea9d08446680d54a999acd8b8b6819d921a877c,collection remainder after ISO-specific template classification,source_removed
03-31-move-assignment-cornell-notes.tex,03-31-move-assignment-cornell-notes.tex,2ef102bc4f592002b3589c794d37747de9bef22dfc9043e8b20a1a9f1ad3f5c5,cpp,03-31-move-assignment-cornell-notes.tex,Clause,03,03.31,Move Assignment,03-move-assignment,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-move-assignment/03-31-move-assignment-cornell-notes.tex,4ac49c0a78700878432e75f4b3ffc9ef3348dd106a35b54c1b2cd1fa37fcb122,collection remainder after ISO-specific template classification,source_removed
03-32-move-construction-cornell-notes.tex,03-32-move-construction-cornell-notes.tex,c699f4d0f57cb3939e00f64d527f0e78f957c5ac1a0bda702fdb4e316c301f38,cpp,03-32-move-construction-cornell-notes.tex,Clause,03,03.32,Move Construction,03-move-construction,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-move-construction/03-32-move-construction-cornell-notes.tex,c3d05e5f0e5714c75f5c15f52dd7f4bbe89d620bcad527a3ce68288de1e1b251,collection remainder after ISO-specific template classification,source_removed
03-33-non-constant-library-call-cornell-notes.tex,03-33-non-constant-library-call-cornell-notes.tex,d82ced4c16e2d8c7d1ee06065af830902d177c75a95641de5c8901974d68f4d6,cpp,03-33-non-constant-library-call-cornell-notes.tex,Clause,03,03.33,Non Constant Library Call,03-non-constant-library-call,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-non-constant-library-call/03-33-non-constant-library-call-cornell-notes.tex,36e6d66f741c28daae10774c234ae083ca6770434c89d1ad31eee3290677b580,collection remainder after ISO-specific template classification,source_removed
03-34-ntcts-cornell-notes.tex,03-34-ntcts-cornell-notes.tex,61d8fcebd5f30f1d8e9fb40ed928e67de74dbdbaa9cf2c2109126ea1b73881e4,cpp,03-34-ntcts-cornell-notes.tex,Clause,03,03.34,Ntcts,03-ntcts,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-ntcts/03-34-ntcts-cornell-notes.tex,66c9635050a92a120b5dd326374e7b09c1b077e7bbe98c31d855cb49b4d2063c,collection remainder after ISO-specific template classification,source_removed
03-35-observer-function-cornell-notes.tex,03-35-observer-function-cornell-notes.tex,d90f4fe7265816e146d98d268d91ca44458b635b9a82fbe8a561e8722718a8af,cpp,03-35-observer-function-cornell-notes.tex,Clause,03,03.35,Observer Function,03-observer-function,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-observer-function/03-35-observer-function-cornell-notes.tex,7eba0c098e64a7ccf1e2399810599116f6eddfcdb37cf4ef6e904823975fa6b6,collection remainder after ISO-specific template classification,source_removed
03-36-parameter-cornell-notes.tex,03-36-parameter-cornell-notes.tex,816ac3e61516175f4292a062abfb0a71a4f71516806bb45f4192053faf449de7,cpp,03-36-parameter-cornell-notes.tex,Clause,03,03.36,Parameter,03-parameter,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-parameter/03-36-parameter-cornell-notes.tex,35ec250bed53bab0ecdb7c5ef01362e56f3d165281a63b3aedc7f034dbc333ca,collection remainder after ISO-specific template classification,source_removed
03-37-parameter-cornell-notes.tex,03-37-parameter-cornell-notes.tex,0020e8c0897afc58597530ac25095028e4db11b66b2952c8dc3968eeec922aa8,cpp,03-37-parameter-cornell-notes.tex,Clause,03,03.37,Parameter,03-parameter,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-parameter/03-37-parameter-cornell-notes.tex,dc936bbd8ca28f444440ea051d9f494f3bcad47977dd8f70838ed636a31eb970,collection remainder after ISO-specific template classification,source_removed
03-38-parameter-cornell-notes.tex,03-38-parameter-cornell-notes.tex,07051a9fe8d14722fa3d11dde412fe88dbecd550c30cd20f048d0afad1903bcd,cpp,03-38-parameter-cornell-notes.tex,Clause,03,03.38,Parameter,03-parameter,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-parameter/03-38-parameter-cornell-notes.tex,192bf7258cedc9ade1f5a02da9ae3557b1752e77a27610de37f3ca3885c1bb86,collection remainder after ISO-specific template classification,source_removed
03-39-primary-equivalence-class-cornell-notes.tex,03-39-primary-equivalence-class-cornell-notes.tex,c904651e9dd9ffe490f81a4e72f6479ea456ae00e2176a56081acd67333d6f54,cpp,03-39-primary-equivalence-class-cornell-notes.tex,Clause,03,03.39,Primary Equivalence Class,03-primary-equivalence-class,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-primary-equivalence-class/03-39-primary-equivalence-class-cornell-notes.tex,4ca9c8a2539148329859e0d9ff9920e4f99a01e5866b48b03e1aa365f047bfa5,collection remainder after ISO-specific template classification,source_removed
03-40-program-defined-specialization-cornell-notes.tex,03-40-program-defined-specialization-cornell-notes.tex,b6c6d5825179638096eb03d2688403177164a6bf306f28420d9272a441b6cf5f,cpp,03-40-program-defined-specialization-cornell-notes.tex,Clause,03,03.40,Program Defined Specialization,03-program-defined-specialization,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-program-defined-specialization/03-40-program-defined-specialization-cornell-notes.tex,20bd16d72e1010bc9b731506c07a3710bab1fdc9ea11d793a2dc3efbdb0d19eb,collection remainder after ISO-specific template classification,source_removed
03-41-program-defined-type-cornell-notes.tex,03-41-program-defined-type-cornell-notes.tex,c762d41259241e966ba0ad01db11476c8c467f252b6841d04f44b32e936235cb,cpp,03-41-program-defined-type-cornell-notes.tex,Clause,03,03.41,Program Defined Type,03-program-defined-type,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-program-defined-type/03-41-program-defined-type-cornell-notes.tex,59e67dea01532213e1f4f768c72edafff40db2b882e4ee7d8838765b52ce9143,collection remainder after ISO-specific template classification,source_removed
03-42-projection-cornell-notes.tex,03-42-projection-cornell-notes.tex,ace2e377ad269f37fbd910ad0bff0acc193a50ebb2227fe587dd86aab372e25f,cpp,03-42-projection-cornell-notes.tex,Clause,03,03.42,Projection,03-projection,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-projection/03-42-projection-cornell-notes.tex,707b70c8aa23bea6bf97904e2ac44f74cfdf6c068f6f9dda6f86f5d7a17b6b86,collection remainder after ISO-specific template classification,source_removed
03-43-referenceable-type-cornell-notes.tex,03-43-referenceable-type-cornell-notes.tex,b48cb2a085ee15b3e9ff10b61fcd57a1c3621a6d66202659cd773e3338279a79,cpp,03-43-referenceable-type-cornell-notes.tex,Clause,03,03.43,Referenceable Type,03-referenceable-type,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-referenceable-type/03-43-referenceable-type-cornell-notes.tex,a5d4261169e3e51098fc5c7cc70006da2e1d5638d4c26c4adc398c0af46c5918,collection remainder after ISO-specific template classification,source_removed
03-44-regular-expression-cornell-notes.tex,03-44-regular-expression-cornell-notes.tex,8eaa2daa217a4f9f9bb876fb01e3056c5d525029951ebd23a358a6f0397d581e,cpp,03-44-regular-expression-cornell-notes.tex,Clause,03,03.44,Regular Expression,03-regular-expression,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-regular-expression/03-44-regular-expression-cornell-notes.tex,ca0b94d66fb8e905ac2d987d43255da7e6197285c72fd0295fcc0c8297b55fce,collection remainder after ISO-specific template classification,source_removed
03-45-replacement-function-cornell-notes.tex,03-45-replacement-function-cornell-notes.tex,d7f118935af2778ad77cf89deec5234d685587a8a4a4d1d6e2d28f16e8b28e18,cpp,03-45-replacement-function-cornell-notes.tex,Clause,03,03.45,Replacement Function,03-replacement-function,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-replacement-function/03-45-replacement-function-cornell-notes.tex,e65be95d0270d822f2724d8698cd19527c39648061cf57f341914117d588892e,collection remainder after ISO-specific template classification,source_removed
03-46-required-behavior-cornell-notes.tex,03-46-required-behavior-cornell-notes.tex,7e3419830884b9aab09aac784f67fd23a0704e3f7cdaaf09d64606bd1a5e2fe3,cpp,03-46-required-behavior-cornell-notes.tex,Clause,03,03.46,Required Behavior,03-required-behavior,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-required-behavior/03-46-required-behavior-cornell-notes.tex,c4944a75ad970eec817c9e57fce927ef37fcecf9e1de13bddd5e46082dccdad7,collection remainder after ISO-specific template classification,source_removed
03-47-reserved-function-cornell-notes.tex,03-47-reserved-function-cornell-notes.tex,5ec01a58c18e15e99e661ada8d6b54e86eb044aa9c53d6500d6bca0606d2a460,cpp,03-47-reserved-function-cornell-notes.tex,Clause,03,03.47,Reserved Function,03-reserved-function,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-reserved-function/03-47-reserved-function-cornell-notes.tex,e031b43daa4dcaa46ea9cf59e9c2cba6779f603c828efc6b54164a3e89ac07ee,collection remainder after ISO-specific template classification,source_removed
03-48-signature-cornell-notes.tex,03-48-signature-cornell-notes.tex,07b2da211551b7b05b15a23d7b98b8c1dd3d65a75c2f12c4f5ccad70122609f2,cpp,03-48-signature-cornell-notes.tex,Clause,03,03.48,Signature,03-signature,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-signature/03-48-signature-cornell-notes.tex,b0eb79b7efc3bc75e65be8de45284f51493720061ed064f8b3b25378406547c7,collection remainder after ISO-specific template classification,source_removed
03-49-signature-cornell-notes.tex,03-49-signature-cornell-notes.tex,685f237d47283f3ef9838e22099a5d37086ce522912ccbb066d662052f35d476,cpp,03-49-signature-cornell-notes.tex,Clause,03,03.49,Signature,03-signature,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-signature/03-49-signature-cornell-notes.tex,a661f70704ff783585a041594a98066275049c89ef3e11e5d1e7be1e23f4d1bd,collection remainder after ISO-specific template classification,source_removed
03-50-signature-cornell-notes.tex,03-50-signature-cornell-notes.tex,6629f59d404616a65fae29681be233b64c0e0e0957eca8fdddde985602e3181a,cpp,03-50-signature-cornell-notes.tex,Clause,03,03.50,Signature,03-signature,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-signature/03-50-signature-cornell-notes.tex,3c0c32a0c3270d671caa995ff519ef0314ed006323c2ecb202a4ecdf572f587c,collection remainder after ISO-specific template classification,source_removed
03-51-signature-cornell-notes.tex,03-51-signature-cornell-notes.tex,8f576366d5c46ae6a45e0d73685669bb4d7193156d38a3d7dc024bfc51148759,cpp,03-51-signature-cornell-notes.tex,Clause,03,03.51,Signature,03-signature,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-signature/03-51-signature-cornell-notes.tex,d7e11666217a753b1e7fc40ef0838a45e8217623e56e1d58aa76ce3421042d00,collection remainder after ISO-specific template classification,source_removed
03-52-signature-cornell-notes.tex,03-52-signature-cornell-notes.tex,64ffac32a6e886459dd2cee7784dbac2464b5ba003b4d8b2e4ac819183d40f99,cpp,03-52-signature-cornell-notes.tex,Clause,03,03.52,Signature,03-signature,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-signature/03-52-signature-cornell-notes.tex,0d9324c44be3e62c0fc0c773c91b5b6d0bd48066cc594f24c54471253032bb43,collection remainder after ISO-specific template classification,source_removed
03-53-signature-cornell-notes.tex,03-53-signature-cornell-notes.tex,c7eb302c0b97c6322d995939d8ba920238ff33aaed9c52736ccfec337738cdd5,cpp,03-53-signature-cornell-notes.tex,Clause,03,03.53,Signature,03-signature,src/cornell-notes/programming/languages/cpp/cpp-2024/clauses/03-signature/03-53-signature-cornell-notes.tex,19f0172daa8767a4b208235e095d3dc86145051d5774a35c5da84b1f94c6dd57,collection remainder after ISO-specific template classification,source_removed
